unmapped_percent,sample,status
0.86,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_3,0
1.55,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,0
1.02,WT_Minimal_HisMetLeuUra_Galactose_2_4320_none_3,0
1.02,YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0
1.72,YBR033W_YKL038W_Minimal_LysHisMetLeuUra_Galactose_2_4320_none_2,0
1.48,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,0
1.71,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
0.76,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_45_1NMPP7_3,0
1.48,YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,0
0.62,WT_Minimal_HisMetLeuUra_Glucose_2_60_none_5,0
0.67,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,0
0.91,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,0
0.8899999999999999,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_1,0
1.2999999999999998,YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,0
0.6,WT_YPD_none_Glucose_2_1440_none_1,0
3.94,YDR034C_Minimal_LysHisMetLeuUra_Galactose_2_4320_none_2,0
0.5900000000000001,WT_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_5,0
0.9299999999999999,WT_YPD_none_Glucose_2_1440_none_31,0
0.6900000000000001,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,0
0.79,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_4,0
0.7,WT_Minimal_HisMetLeuUra_Glucose_2_60_none_7,0
1.38,YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_5,0
1.51,YDR477W_Minimal_HisMetLeuUra_Glucose_0.001_-1_cAMP_2,0
0.62,WT_YPD_none_none_2_1440_none_5,0
3.24,WT_YPD_none_Glucose_2_1440_none_33,0
0.98,WT_YPD_none_Glucose_2_1440_none_5,0
0.93,YDR477W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,0
1.4200000000000002,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_3,0
0.98,YDR477W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,0
0.61,WT_Minimal_HisMetLeuUra_Galactose_2_180_none_4,0
1.25,YDR034C_Minimal_HisMetLeuUra_Galactose_2_4320_none_1,0
0.79,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0
1.6199999999999999,YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0
1.4300000000000002,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_180_none_2,0
1.11,YDR477W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,0
1.6099999999999999,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_180_none_4,0
1.33,YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_6,0
0.78,WT_YPD_none_Glucose_2_1440_none_29,0
0.77,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_30_1NMPP7_3,0
0.92,WT_Minimal_HisMetLeuUra_Galactose_2_60_none_2,0
0.44999999999999996,WT_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0
1.79,YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0
1.49,YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
1.41,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,0
1.45,YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_5,0
1.3800000000000001,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
0.81,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_2,0
1.08,YDR477W_Minimal_HisMetLeuUra_Glucose_2_300_cAMP_1,0
1.43,YBR033W_YKL038W_Minimal_HisMetLeuUra_Galactose_2_4320_none_1,0
1.35,YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,0
1.17,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_2,0
1.76,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,0
1.5999999999999999,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_180_none_1,0
0.8400000000000001,WT_YPD_none_Glucose_2_1440_none_10,0
2.06,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,0
1.1600000000000001,YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,0
1.3900000000000001,YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_4,0
1.32,YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_6,0
1,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,0
1.07,WT_YPD_none_Glucose_2_1440_none_24,0
0.6399999999999999,WT_Minimal_HisMetLeuUra_Galactose_2_60_none_4,0
1.49,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0
1.3499999999999999,YBR033W_Minimal_HisMetLeuUra_Galactose_2_4320_none_3,0
1.53,YDR477W_Minimal_HisMetLeuUra_Glucose_2_45_cAMP_2,0
0.85,WT_Minimal_HisMetLeuUra_Galactose_2_60_none_1,0
1.21,YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,0
0.62,WT_Minimal_HisMetLeuUra_Galactose_2_45_none_4,0
1.1,WT_Minimal_LysHisMetLeuUra_Galactose_2_4320_none_1,0
0.82,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,0
2.08,YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,0
0.52,WT_YPD_none_none_2_1440_none_6,0
0.66,WT_YPD_none_Glucose_2_1440_none_28,0
0.91,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
0.61,WT_Minimal_HisMetLeuUra_Glucose_2_180_none_4,0
1.1700000000000002,YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_1,0
1.09,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,0
0.97,WT_Minimal_LysHisMetLeuUra_Galactose_2_4320_none_3,0
1.27,YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,0
1.1800000000000002,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,0
1.4700000000000002,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,0
1.84,YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
1.17,YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,0
0.5,WT_Minimal_HisMetLeuUra_Glucose_2_60_none_2,0
1.56,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_1,0
1.6,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,0
0.89,WT_Minimal_HisMetLeuUra_Glucose_2_300_none_6,0
1.33,YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,0
0.6599999999999999,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_30_none_1,0
0.53,YDR477W_Minimal_HisMetLeuUra_Glucose_2_90_cAMP_4,0
1.4300000000000002,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,0
1.21,YDR477W_Minimal_HisMetLeuUra_Glucose_2_180_cAMP_3,0
0.8,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_90_1NMPP7_3,0
0.72,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,0
0.83,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_4,0
0.9199999999999999,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,0
0.9,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_4,0
0.74,WT_Minimal_HisMetLeuUra_Galactose_2_30_none_3,0
0.76,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_300_1NMPP7_4,0
1.9,YDR477W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,0
0.87,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_4,0
0.97,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,0
1.11,YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0
1.1300000000000001,YDR477W_Minimal_HisMetLeuUra_Glucose_2_45_cAMP_3,0
1.33,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_300_none_1,0
0.61,WT_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,0
1.75,YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
0.88,WT_Minimal_HisMetLeuUra_Galactose_2_45_none_2,0
3.6900000000000004,YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0
0.55,WT_Minimal_HisMetLeuUra_Glucose_2_180_none_6,0
3.19,YKL038W_Minimal_LysHisMetLeuUra_Galactose_2_4320_none_2,0
1.32,YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,0
1.3199999999999998,YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,0
0.71,WT_YPD_none_Glucose_2_1440_none_30,0
0.58,WT_Minimal_HisMetLeuUra_Glucose_2_45_none_4,0
1.2200000000000002,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0
0.92,WT_Minimal_HisMetLeuUra_Galactose_2_45_none_1,0
0.88,WT_YPD_none_none_2_1440_none_9,0
1.34,YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_3,0
0.87,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_2,0
1.12,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,0
0.8,YDR477W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,0
0.56,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_60_1NMPP7_2,0
0.56,WT_Minimal_HisMetLeuUra_Glucose_2_90_none_6,0
0.43,WT_Minimal_HisMetLeuUra_Glucose_2_300_none_4,0
1.29,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0
0.74,WT_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_8,0
0.9299999999999999,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,0
1.6800000000000002,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,0
1.2999999999999998,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,0
1.1,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_4,0
1.36,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,0
0.65,WT_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0
1,WT_Minimal_HisMetLeuUra_Galactose_0.0015_-1_none_1,0
1.77,YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
0.73,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,0
0.58,WT_Minimal_HisMetLeuUra_Glucose_2_90_none_1,0
0.6200000000000001,WT_YPD_none_Glucose_2_1440_none_32,0
0.74,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_30_1NMPP7_2,0
0.5900000000000001,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_90_1NMPP7_2,0
0.93,WT_Minimal_HisMetLeuUra_Galactose_2_30_none_1,0
2.9,YKL038W_Minimal_LysHisMetLeuUra_Galactose_2_4320_none_3,0
0.74,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_3,0
1.4,YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,0
0.7,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1,0
0.47,WT_Minimal_HisMetLeuUra_Glucose_2_180_none_3,0
1.47,YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_4,0
0.6,WT_Minimal_HisMetLeuUra_Galactose_2_300_none_4,0
1.36,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_1,0
1.27,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,0
1.1099999999999999,YDR477W_Minimal_HisMetLeuUra_Glucose_2_-1_cAMP_1,0
1.3599999999999999,YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,0
0.93,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_60_1NMPP7_3,0
0.84,WT_Minimal_HisMetLeuUra_Galactose_2_90_none_1,0
1.29,YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,0
0.5599999999999999,WT_Minimal_HisMetLeuUra_Glucose_2_45_none_2,0
1.2799999999999998,YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,0
0.65,WT_Minimal_HisMetLeuUra_Glucose_2_90_none_5,0
1.2000000000000002,YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_1,0
0.72,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0
1.02,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_0.001_-1_1NMPP7_4,0
1.3199999999999998,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,0
1.4000000000000001,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,0
0.74,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_3,0
0.79,YDR477W_Minimal_HisMetLeuUra_Glucose_2_180_cAMP_4,0
1.13,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_4,0
1.07,YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,0
0.73,WT_Minimal_HisMetLeuUra_Glucose_2_180_none_5,0
0.98,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,0
1.6,YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_5,0
0.96,YDR477W_Minimal_HisMetLeuUra_Glucose_2_90_cAMP_1,0
0.93,YDR477W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0
1.4100000000000001,YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,0
0.5,WT_Minimal_HisMetLeuUra_Galactose_2_300_none_2,0
0.56,WT_Minimal_HisMetLeuUra_Glucose_2_60_none_6,0
1.68,YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,0
0.58,WT_Minimal_HisMetLeuUra_Glucose_2_60_none_1,0
1.44,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_45_none_3,0
1.24,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,0
0.8600000000000001,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1,0
0.74,YDR477W_Minimal_HisMetLeuUra_Glucose_2_60_cAMP_2,0
1.56,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_4,0
0.6100000000000001,WT_YPD_none_Glucose_2_1440_none_4,0
1.51,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_90_none_2,0
0.7000000000000001,WT_YPD_none_Glucose_2_1440_none_21,0
0.97,WT_Minimal_LysHisMetLeuUra_Galactose_2_4320_none_2,0
1.02,YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_2,0
1.63,YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,0
0.67,WT_YPD_none_Glucose_2_1440_none_18,0
0.97,WT_Minimal_HisMetLeuUra_Galactose_2_4320_none_1,0
1.4100000000000001,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_45_none_1,0
0.62,WT_Minimal_HisMetLeuUra_Galactose_2_300_none_3,0
1.03,YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,0
1.32,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_45_1NMPP7_4,0
1.55,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_30_none_1,0
62.11,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,4
1.5699999999999998,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_45_none_4,0
42.82,WT_Minimal_HisMetLeuUra_Glucose_2_30_none_2,4
1.47,YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_4,0
2.3200000000000003,YDR477W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,0
1.25,YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,0
0.69,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0
1.4400000000000002,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_60_none_4,0
0.5900000000000001,WT_YPD_none_Glucose_2_1440_none_3,0
0.96,YDR477W_Minimal_HisMetLeuUra_Glucose_2_45_cAMP_4,0
1.87,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,0
2.05,YDR477W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,0
0.87,YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_0.001_-1_1NMPP7_3,0
42.21,WT_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_7,4
1.5,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,0
1.28,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,0
1.26,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,0
1.17,YKL038W_Minimal_HisMetLeuUra_Galactose_2_4320_none_2,0
0.69,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2,0
0.73,WT_Minimal_HisMetLeuUra_Galactose_2_180_none_1,0
0.6599999999999999,WT_YPD_none_none_2_1440_none_8,0
1.25,YBR033W_YDR034C_Minimal_HisMetLeuUra_Galactose_2_4320_none_1,0
1.04,YDR477W_Minimal_HisMetLeuUra_Glucose_2_90_cAMP_3,0
1.4500000000000002,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_60_none_3,0
1.1800000000000002,YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0
1.3,YBR033W_YKL038W_Minimal_HisMetLeuUra_Galactose_2_4320_none_2,0
1.9700000000000002,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,0
1.2000000000000002,YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,0
1.3299999999999998,YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,0
0.78,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,0
0.8,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_4,0
1.59,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_60_none_2,0
0.74,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,0
1.4400000000000002,YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,0
0.86,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,0
0.8,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_3,0
0.55,WT_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
1.46,YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,0
1.04,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,0
0.56,WT_Minimal_HisMetLeuUra_Glucose_2_60_none_3,0
1.08,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_4,0
1.11,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,0
1.33,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0
1.1600000000000001,YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,0
0.88,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,0
0.7799999999999999,WT_YPD_none_Glucose_2_1440_none_34,0
1.3499999999999999,YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_5,0
1.23,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,0
1.52,YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_4,0
1.4100000000000001,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,0
0.76,WT_Minimal_HisMetLeuUra_Glucose_2_45_none_8,0
0.63,WT_Minimal_HisMetLeuUra_Glucose_2_45_none_5,0
0.97,YDR477W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0
1.28,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0
40.48,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_2,4
